[01/09 20:04:23]    DEBUG | Initial log file: logs/dr_dobrev.log (log.py:100)
[01/11 01:01:01]     INFO | Checking session limits: (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Likes:				OK (0/125) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Comments:				Limit Reached (0/0) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total PM:					Limit Reached (0/0) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Followed:				OK (0/42) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Unfollowed:				OK (0/40) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Watched:				OK (0/120) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Successful Interactions:		OK (0/123) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Interactions:			OK (0/281) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Crashes:				OK (0/5) (session_state.py:155)
[01/11 01:01:01]     INFO | - Total Successful Scraped Users:		OK (0/50) (session_state.py:155)
[01/11 01:01:01]     INFO | Current unfollow-job: unfollow (bot_flow.py:290)
[01/11 01:01:01]     INFO | Unfollow count: 25 (utils.py:575)
[01/11 01:01:01]     INFO | Navigate to following. (views.py:1767)
[01/11 01:01:01]    DEBUG | Single click in (874,262). Surface: (798-1044,198-410) (device_facade.py:471)
[01/11 01:01:02]    DEBUG | 2.59s sleep (utils.py:436)
[01/11 01:01:04]    DEBUG | 2.98s sleep (utils.py:436)
[01/11 01:01:08]    DEBUG | Single click in (248,1296). Surface: (36-351,1264-1320) (device_facade.py:471)
[01/11 01:01:08]    DEBUG | 2.15s sleep (utils.py:436)
[01/11 01:01:10]     INFO | Sort followings by date: from oldest to newest. (action_unfollow_followers.py:235)
[01/11 01:01:11]    DEBUG | Single click in (748,1833). Surface: (36-972,1824-1873) (device_facade.py:471)
[01/11 01:01:11]    DEBUG | 0.82s sleep (utils.py:436)
[01/11 01:01:12]    DEBUG | Swipe from: (555,1264) to (532,334). (device_facade.py:303)
[01/11 01:01:14]    DEBUG | 0.46s sleep (utils.py:436)
[01/11 01:01:14]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:01:16]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:01:17]     INFO | @andy_georgiev02 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:17]     INFO | @hristo_frenski has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:17]     INFO | @esnsofia has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:18]     INFO | @max_dsab_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:18]     INFO | @atanasov621 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:18]     INFO | @esn_bulgaria has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:19]     INFO | @esn.unwe has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:19]     INFO | @esnsofiauni has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:19]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:01:20]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:01:23]    DEBUG | There are 9 users fully visible in that view. (utils.py:719)
[01/11 01:01:23]     INFO | @esnkarlsruhe has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:23]     INFO | @esnvarna has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:24]     INFO | @esn_nbu has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:24]     INFO | @esn_plovdiv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:24]     INFO | @d.hajimitev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:25]     INFO | @gosho_ot_pochivka has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:25]     INFO | @elennaa1__ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:25]     INFO | @briicopariss has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:26]     INFO | @dale.reggaeton has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:26]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:01:27]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:01:29]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:01:29]     INFO | @georgi_georgiev3110 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:29]     INFO | @ivan_ivan0v_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:30]     INFO | @_kalininjata_d has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:30]     INFO | @kristian.stoev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:31]     INFO | @_._martata_._ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:31]     INFO | @sami.r1p has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:31]     INFO | @_m.doynow_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:32]     INFO | @stefiivnv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:32]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:01:33]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:01:35]    DEBUG | There are 9 users fully visible in that view. (utils.py:719)
[01/11 01:01:36]     INFO | @stiliyanvakovski has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:36]     INFO | @sheni.666 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:36]     INFO | @teodor_dodov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:36]     INFO | @v_kolev7 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:37]     INFO | @diyanrstoyanov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:37]     INFO | @ivan_rusenov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:37]     INFO | @dan44o07 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:38]     INFO | @ma.rtin1919 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:38]     INFO | @stiliyan_nikolovv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:38]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:01:39]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:01:41]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:01:42]     INFO | @teodor_yachkov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:42]     INFO | @yaroslavdeineka has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:42]     INFO | @natal111._ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:43]     INFO | @pam.kostova has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:43]     INFO | @rosi_yaneva has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:43]     INFO | @edi_ili_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:44]     INFO | @pydii has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:44]     INFO | @brslv.03 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:44]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:01:45]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:01:47]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:01:47]     INFO | @alexanderdilchev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:48]     INFO | @totevv_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:48]     INFO | @martin_k03 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:49]     INFO | @nadia__ss_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:49]     INFO | @boyan.7yanev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:49]     INFO | @marina.angelov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:50]     INFO | @milen_95545 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:50]     INFO | @petar_stoinov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:50]     INFO | @nedkova_zori has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:50]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:01:52]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:01:54]    DEBUG | There are 9 users fully visible in that view. (utils.py:719)
[01/11 01:01:54]    DEBUG | Already checked nedkova_zori. (action_unfollow_followers.py:408)
[01/11 01:01:54]     INFO | @k_stellla has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:55]     INFO | @ivan17_350rus has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:55]     INFO | @mimii_miteva has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:55]     INFO | @iliyanbachkov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:56]     INFO | @elsi_rasheva has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:56]     INFO | @ivet_chimidova has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:56]     INFO | @t_georgiev_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:57]     INFO | @rroo_kkoo has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:01:57]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:01:58]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:00]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:00]     INFO | @maryamj8052 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:01]     INFO | @pretending2benada has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:01]     INFO | @ivka_404 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:01]     INFO | @v.s__999 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:02]     INFO | @ssomsski has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:02]     INFO | @gosho_hrv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:02]     INFO | @blagovesthristov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:02]     INFO | @kr_petkov_17 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:03]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:04]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:06]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:06]     INFO | @mantia.club has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:07]     INFO | @just__ninoo has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:07]     INFO | @ickoo0marin0v has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:08]     INFO | @john_vasilev04 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:08]     INFO | @kkanev20 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:08]     INFO | @kristianavl has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:09]     INFO | @mihail._.dimitrov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:09]     INFO | @tsvetanyovov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:09]     INFO | @kalina_kv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:09]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:11]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:12]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:13]     INFO | @martin_mavrodiev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:13]     INFO | @andreyikata_2004 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:14]     INFO | @nikolovmotion has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:14]     INFO | @bobi_sw has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:14]     INFO | @georgiev_evg has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:14]     INFO | @eruziel has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:15]     INFO | @4_6_15_17_4_9 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:15]     INFO | @kris.nk1 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:15]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:16]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:19]    DEBUG | There are 9 users fully visible in that view. (utils.py:719)
[01/11 01:02:19]     INFO | @alnex.xx has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:19]     INFO | @ivaa.nklv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:20]     INFO | @zagorsska has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:20]     INFO | @ivanov_toma03 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:20]     INFO | @m_koleff has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:21]     INFO | @soundwave.karaoke has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:21]     INFO | @_yavkata_04 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:21]     INFO | @nikolay.perperiev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:22]     INFO | @ersinnadjiev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:22]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:23]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:25]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:25]    DEBUG | Already checked ersinnadjiev. (action_unfollow_followers.py:408)
[01/11 01:02:26]     INFO | @_ju_ju_grande_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:26]     INFO | @sstefan0w has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:27]     INFO | @originality_lacking has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:27]     INFO | @monkata_ivnv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:27]     INFO | @koko_kondov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:27]     INFO | @ge3kcultural has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:28]     INFO | @defnot.kaloyan has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:28]     INFO | @simeon_neshev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:28]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:30]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:32]    DEBUG | There are 9 users fully visible in that view. (utils.py:719)
[01/11 01:02:32]     INFO | @ppetkov03 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:32]     INFO | @p_cherkezovvv has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:33]     INFO | @ivi_._kivi has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:33]     INFO | @sasho__id has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:33]     INFO | @mario_atanasov666_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:34]     INFO | @alek_k_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:34]     INFO | @_digital__bath has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:34]     INFO | @xqzcv_444 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:35]     INFO | @salamchus_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:35]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:36]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:38]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:39]     INFO | @nenovnikolai has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:39]     INFO | @jen._.shen has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:39]     INFO | @monzlyy has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:40]     INFO | @grishouu has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:40]     INFO | @abilash.abi.35itc has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:40]     INFO | @adiide.eruijaseece5730f has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:40]     INFO | @hufolziedhukeva6145 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:41]     INFO | @tishnakrolux_rapalk3222 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:41]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:42]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:44]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:44]    DEBUG | Already checked tishnakrolux_rapalk3222. (action_unfollow_followers.py:408)
[01/11 01:02:45]     INFO | @itagaysomlided572c1 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:45]     INFO | @daily_doublefuntwq has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:45]     INFO | @bozdri.girbaga7c3af has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:46]     INFO | @gognare.darenaeza7f1d1 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:46]     INFO | @tesur.tuijoe.ided8c2d8 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:46]     INFO | @eleof.groorbagr12023e has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:47]     INFO | @shcheglov9468 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:47]     INFO | @robertmartinjvlz7sf5 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:47]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:48]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:50]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:51]     INFO | @do.lia580 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:51]     INFO | @jefftaylorqtcvdplnte has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:51]     INFO | @beroippina.egudish2124e has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:52]     INFO | @kimberlymoorevjgvsefspy has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:52]     INFO | @roli.nignuspilg17c282 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:52]     INFO | @beaver.maruja34e2d0 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:53]     INFO | @aldglene_drearacb17e has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:53]     INFO | @traurk.tihu131302 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:53]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:02:54]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:02:56]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:02:57]     INFO | @priphayi.vriseysomce240 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:57]     INFO | @titchnoller.lognarci10c has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:57]     INFO | @tuinakskipder2f0e8 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:58]     INFO | @megmayhitjasbeb38155 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:58]     INFO | @shab.ir5856exg has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:58]     INFO | @remlga.fajfjasbe222 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:58]     INFO | @kosuro_nkhorykhmet972e7 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:59]     INFO | @pruzen.bullica326e has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:02:59]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:03:00]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:03:02]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:03:03]     INFO | @babgay_vivtoiici96178 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:03]     INFO | @samenthiumikefa20272 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:03]     INFO | @bignarerogdushplegwi397 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:04]     INFO | @rotadto.poorilkuwbd273 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:04]     INFO | @gosuadaecpooetac7213 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:04]     INFO | @kingworthydrodegar4620d has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:05]     INFO | @josephevanslkuvptisxr has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:05]     INFO | @beavernaare39e2be has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:05]     INFO | @glanusa.qvenymir251dc has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:05]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:03:07]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:03:09]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:03:09]     INFO | @malin_bransleonac382 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:09]     INFO | @ursairi.jaruonikkide2a2 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:10]     INFO | @nevyoto has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:10]     INFO | @k__kamenov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:10]     INFO | @vasil.valkov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:11]     INFO | @_achethxtfades has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:11]     INFO | @bg.maidcafe has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:11]     INFO | @dawn.cos_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:11]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:03:13]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:03:15]    DEBUG | There are 9 users fully visible in that view. (utils.py:719)
[01/11 01:03:15]     INFO | @reni_n11 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:15]     INFO | @narcocici_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:16]     INFO | @stefanwreath has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:16]     INFO | @_._ray_._._._ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:16]     INFO | @m.aleksandrov1602 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:17]     INFO | @selskiqt_biznesmen has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:17]     INFO | @na_chan_cicite has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:17]     INFO | @xxpiercedprincess69420xx has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:18]     INFO | @viktor_anev has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:18]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:03:19]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:03:21]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:03:21]    DEBUG | Already checked viktor_anev. (action_unfollow_followers.py:408)
[01/11 01:03:22]     INFO | @dakagram13 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:22]     INFO | @yaro_be has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:23]     INFO | @pickleslover143 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:23]     INFO | @eyereless5189 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:23]     INFO | @razb3rry.monst3r_cos has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:24]     INFO | @rawwwwh_ has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:24]     INFO | @alliegaytor3 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:24]     INFO | @pl4mbo has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:24]     INFO | Need to scroll now. (action_unfollow_followers.py:412)
[01/11 01:03:25]     INFO | Iterate over visible followings. (action_unfollow_followers.py:299)
[01/11 01:03:27]    DEBUG | There are 8 users fully visible in that view. (utils.py:719)
[01/11 01:03:28]     INFO | @luta_chushka_chan has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:28]     INFO | @lllayanami has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:29]     INFO | @chrisparmakov has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:29]     INFO | @nikolov_hds has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:29]     INFO | @mownor.top06wnor.top06 has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
[01/11 01:03:30]     INFO | @__pankaj10tun has not been followed by this bot. Skip. (action_unfollow_followers.py:335)
